N,dt,simtime,jax_cpu,jax_time,numpy_time,torch_time
40,0.005,40,0.3343431230168789,0.7826064419999739,5.939575958999967,7.41767216400001
40,0.005,80,0.6844275080075022,1.9315872969999648,11.704439038000032,14.895074852999985
40,0.005,160,1.3112366030109115,3.624011994000057,23.286443932,32.17624344899991
40,0.005,320,2.5186196109862067,7.88705998599994,46.88573926999993,61.52756038899986
40,0.01,40,0.2561165100196376,0.377483331999997,3.2186262780000447,4.969153101000018
40,0.01,80,0.3672325259831268,0.8964229559999808,7.086570048999988,8.556155705000037
40,0.01,160,0.8006526030076202,1.7091023609999638,12.07931855000004,15.138212148999967
40,0.01,320,1.30301266501192,3.7018068429999857,23.28243130800001,31.676645872999984
40,0.05,40,0.0925833369838073,0.0995480169999893,1.005916343999985,0.8413399529999879
40,0.05,80,0.1245052449812647,0.1764025919999881,1.2812744589999738,2.016586294999996
40,0.05,160,0.2351370709948241,0.4296048039999789,3.2989983100000018,3.283602271999996
40,0.05,320,0.4220229630009271,0.625366299999996,5.55535914699999,7.4596481259999905
40,0.1,40,0.0666380530165042,0.0485155149999911,0.2972525469999993,0.4639256869999997
40,0.1,80,0.126242561993422,0.0960024249999946,0.7843596200000036,0.967235176999992
40,0.1,160,0.1239640600106213,0.2329441090000159,1.3628746990000025,1.588255786000019
40,0.1,320,0.1832278189831413,0.3134988190000172,2.324273534000014,3.203522848999995
80,0.005,40,1.0236840860161465,0.9591646460000902,17.485283753999965,12.500864125999897
80,0.005,80,2.013172703009332,1.8362345969999296,35.46808910699997,27.03579528099999
80,0.005,160,4.18860601700726,3.816572091999888,71.52851398799999,54.238574258000426
80,0.005,320,8.32235137297539,7.262099169000066,141.0096491209997,104.25292461299978
80,0.01,40,0.5285475630080327,0.4501077450001958,8.648392478999995,6.73285857399992
80,0.01,80,1.0975586569984443,0.9516478549999192,17.488143419999915,12.675450941000008
80,0.01,160,2.1186538920155726,1.7951275190000615,34.81319180100013,26.166205106000007
80,0.01,320,4.416792689997237,4.101947228999961,71.58249936099992,52.80630889500003
80,0.05,40,0.1687166850024368,0.0897609789999478,1.8105913430001688,1.275580753999975
80,0.05,80,0.2952992999926209,0.1883577010000863,3.5535147470000084,2.616897622000124
80,0.05,160,0.7188791859953199,0.3742456129998572,7.3904032129998996,5.153578695000078
80,0.05,320,0.9374913549982012,0.6358371179999267,13.87695852899992,10.36881999100001
80,0.1,40,0.1120043819828424,0.1028131529999427,0.9119765109999208,0.5961677589998544
80,0.1,80,0.1771367629989981,0.0941089030000057,1.9192717870000704,1.2105021410000063
80,0.1,160,0.271939301979728,0.158985100999871,3.6852819220000574,2.7611881489999632
80,0.1,320,0.4882444230024703,0.3402260580000984,7.109443730000066,5.3622174930001165
160,0.005,40,3.824361677019624,0.9562548249996324,30.816162068000267,20.686660404999657
160,0.005,80,8.012122990010539,2.05293563999976,62.5612158290005,41.4693387060006
160,0.005,160,17.106132711982355,3.203917255000306,124.79839754299974,84.45247107499927
160,0.005,320,32.39357699302491,8.14359154900012,251.0737662000001,169.20285938300003
160,0.01,40,1.9408540410222488,0.4084229969998887,15.703179180000006,10.076169394999852
160,0.01,80,3.998634296003729,0.8244456039997203,30.238880119999976,20.60122699900012
160,0.01,160,8.254237414017553,2.01456571899962,60.66436575999978,40.40642613
160,0.01,320,17.050553971988847,3.3177154600002723,122.58961547199988,85.44923815499988
160,0.05,40,0.65086816099938,0.1188145840001198,9.410198475000016,2.010066998000184
160,0.05,80,1.035535221977625,0.1722858719999749,6.013266148000184,4.237121319999915
160,0.05,160,2.0396490750135854,0.3204422259996136,12.179520885999864,8.493007815000055
160,0.05,320,3.5522484550019726,0.7465599550000661,24.82005712099999,16.754612716999873
160,0.1,40,0.26961227497668,0.0619191209998462,1.624879950000377,1.0579281099999207
160,0.1,80,0.5197328329959419,0.0983654260003277,3.3193837750000057,2.129901796000013
160,0.1,160,1.1241035090060905,0.1705313329998716,7.292943958000251,4.226092167999923
160,0.1,320,2.034721592994174,0.4435303300001578,12.394251181999609,8.394005118000223
320,0.005,40,16.82559983097599,2.953864668999813,86.07043696300025,47.72359730400058
320,0.005,80,34.35323771700496,5.439565984999717,170.01529259400013,94.53986080200048
320,0.005,160,66.9897040159849,10.10644695100018,348.3388416380003,184.6699402610011
320,0.005,320,131.12956141799805,19.93168386399884,708.3972593149992,374.7235947270001
320,0.01,40,8.580161555000814,1.49149401700015,53.30676721100099,25.37639968500116
320,0.01,80,17.35682754800655,3.719736225000816,106.53841648200068,53.309136330999536
320,0.01,160,33.37107674201252,6.793368409000323,225.26292554999964,98.73483118199874
320,0.01,320,70.68122232300811,11.72023090500079,540.6311753199989,181.21750970299945
320,0.05,40,2.1933178729959764,0.4668985700009216,11.4493539469986,4.927888891999828
320,0.05,80,3.927065541007323,0.7029744530009339,20.0151331699999,9.598239335000471
320,0.05,160,6.727743947994895,1.1999676380000892,36.813225136000256,22.622072668998957
320,0.05,320,14.398582866997458,2.132384145999822,90.43422905499938,39.76451857900065
320,0.1,40,1.0387936550250745,0.3333928370002468,6.105751150999822,2.509610442999474
320,0.1,80,1.6982209160050843,0.455303525999625,10.990343976000077,4.833976050000274
320,0.1,160,4.05840959600755,0.6819553489995087,18.73039882900048,9.654775357999824
320,0.1,320,7.799442818009993,1.176687340999706,36.4738623559997,19.931289872999518
